timestamp,datetime,symbol,best_bid,best_ask,best_bid_size,best_ask_size,bid_depth_5,ask_depth_5,bid_depth_10,ask_depth_10,spread,spread_bps,mid_price,imbalance_5
2025-09-11 12:03:40.236,2025-09-11T13:03:40.236265,BTC/USDT,114046.15,114046.16,4.82282,3.52555,4.8527700000000005,3.81466,4.85567,3.91141,0.010000000009313226,0.0008768380177071499,114046.155,0.11977137398283004
2025-09-11 12:04:00.235,2025-09-11T13:04:00.235713,BTC/USDT,114067.99,114068.0,5.56524,4.77033,5.56599,4.7710300000000005,6.2714300000000005,4.898980000000001,0.00999999999476131,0.0008766701328533368,114067.995,0.07690417547803909
2025-09-11 12:04:20.236,2025-09-11T13:04:20.236613,BTC/USDT,114096.54,114096.55,4.59478,5.22313,4.59659,5.22355,4.88629,5.37563,0.010000000009313226,0.0008764507678596763,114096.545,-0.06384430364536559
2025-09-11 12:04:40.236,2025-09-11T13:04:40.236156,BTC/USDT,114122.61,114122.62,0.34625,7.03969,0.34852,7.12542,0.63825,7.415150000000001,0.00999999999476131,0.000876250551469276,114122.61499999999,-0.9067372764565946
2025-09-11 12:05:00.234,2025-09-11T13:05:00.234740,BTC/USDT,114128.23,114128.24,8.47645,3.98823,8.477269999999999,3.9896000000000003,8.5999,3.99379,0.010000000009313226,0.0008762074036645645,114128.235,0.35996765828150923
2025-09-11 12:05:20.235,2025-09-11T13:05:20.235371,BTC/USDT,114159.98,114159.99,2.31621,7.36213,2.3465,7.460019999999999,2.35832,7.604909999999999,0.010000000009313226,0.0008759637141941708,114159.985,-0.5214408373204765
2025-09-11 12:05:40.238,2025-09-11T13:05:40.238286,BTC/USDT,114210.99,114211.0,6.46945,1.15535,6.47017,1.2293900000000002,6.52747,1.2929400000000002,0.00999999999476131,0.0008755724816640946,114210.995,0.6806596740592968
2025-09-11 12:06:00.291,2025-09-11T13:06:00.291443,BTC/USDT,114211.17,114211.18,2.1121,7.11436,2.12257,7.1254599999999995,2.41208,7.54418,0.00999999999476131,0.0008755711017373617,114211.17499999999,-0.5409681845755258
2025-09-11 12:06:20.241,2025-09-11T13:06:20.241395,BTC/USDT,114186.2,114186.21,10.60937,1.179,11.39999,1.17985,11.54499,1.43089,0.010000000009313226,0.0008757625710736697,114186.205,0.8124220975783476
2025-09-11 12:06:40.238,2025-09-11T13:06:40.238130,BTC/USDT,114180.07,114180.08,4.84957,6.16509,4.88205,6.17032,4.9038699999999995,6.346080000000001,0.00999999999476131,0.0008758095869761956,114180.07500000001,-0.11656052050374723
2025-09-11 12:07:00.235,2025-09-11T13:07:00.235798,BTC/USDT,114169.7,114169.71,11.40771,1.77697,11.40951,1.85348,11.56664,1.88653,0.010000000009313226,0.0008758891377758921,114169.705,0.7205034460555275
2025-09-11 12:07:20.235,2025-09-11T13:07:20.235977,BTC/USDT,114208.36,114208.37,8.22957,0.37018,8.259250000000002,0.37148000000000003,9.45203,0.45094,0.00999999999476131,0.0008755926444229923,114208.36499999999,0.9139168992657631
2025-09-11 12:07:40.237,2025-09-11T13:07:40.237059,BTC/USDT,114233.89,114233.9,6.47826,2.09753,6.9989099999999995,2.22141,7.35138,2.25208,0.00999999999476131,0.0008753969592352419,114233.89499999999,0.5181490447186216
2025-09-11 12:08:00.237,2025-09-11T13:08:00.237147,BTC/USDT,114233.89,114233.9,5.64694,4.57403,5.67011,4.61508,5.7334,4.6457999999999995,0.00999999999476131,0.0008753969592352419,114233.89499999999,0.10257758971880931
2025-09-11 12:08:20.237,2025-09-11T13:08:20.237114,BTC/USDT,114243.06,114243.07,15.20595,3.4649,15.20675,3.46691,15.27181,3.47107,0.010000000009313226,0.000875326694620507,114243.065,0.6286844678547215
2025-09-11 12:08:40.233,2025-09-11T13:08:40.233815,BTC/USDT,114250.05,114250.06,4.77034,5.69117,4.79911,5.86698,5.55035,7.17146,0.00999999999476131,0.0008752731394656992,114250.055,-0.10011822514154672
2025-09-11 12:09:00.237,2025-09-11T13:09:00.237739,BTC/USDT,114240.0,114240.01,1.67581,10.855,1.96837,12.05184,2.00117,15.09123,0.00999999999476131,0.0008753501395974536,114240.005,-0.7192096266746361
2025-09-11 12:09:20.234,2025-09-11T13:09:20.234970,BTC/USDT,114219.58,114219.59,2.84545,14.63383,3.13524,14.69323,3.18112,14.69373,0.00999999999476131,0.0008755066333426642,114219.58499999999,-0.6482883836919265
2025-09-11 12:09:40.234,2025-09-11T13:09:40.234544,BTC/USDT,114201.34,114201.35,2.59573,11.24697,2.9309000000000003,12.818679999999999,2.9968500000000002,13.172619999999998,0.010000000009313226,0.0008756464687115954,114201.345,-0.6278122972168148
2025-09-11 12:10:00.236,2025-09-11T13:10:00.236444,BTC/USDT,114239.99,114240.0,15.43741,0.93092,15.84343,0.93435,18.10913,0.9738,0.00999999999476131,0.0008753502162212471,114239.995,0.8886205445535702
2025-09-11 12:10:20.234,2025-09-11T13:10:20.234834,BTC/USDT,114299.97,114299.98,4.30705,10.14345,4.32953,10.247259999999999,4.7567,10.31405,0.00999999999476131,0.0008748908678419872,114299.975,-0.4059693526489714
2025-09-11 12:10:40.236,2025-09-11T13:10:40.236978,BTC/USDT,114279.74,114279.75,7.50031,6.86205,7.8155399999999995,6.8626,8.25626,7.04073,0.00999999999476131,0.0008750457425578069,114279.745,0.06492239479934106
2025-09-11 12:11:00.237,2025-09-11T13:11:00.237281,BTC/USDT,114310.47,114310.48,10.03929,2.48574,10.929889999999999,2.4865899999999996,10.99704,2.6403399999999997,0.00999999999476131,0.0008748105046511759,114310.475,0.6293230415131241
2025-09-11 12:11:20.237,2025-09-11T13:11:20.237803,BTC/USDT,114290.0,114290.01,6.53461,6.57468,6.64658,6.57578,7.97316,7.84491,0.00999999999476131,0.0008749671882720545,114290.005,0.005354566053261308
2025-09-11 12:11:40.237,2025-09-11T13:11:40.237325,BTC/USDT,114304.88,114304.89,5.64298,6.21456,5.71962,6.29038,5.804819999999999,6.306439999999999,0.00999999999476131,0.0008748532866454441,114304.88500000001,-0.047523730224812655
2025-09-11 12:12:00.241,2025-09-11T13:12:00.241687,BTC/USDT,114290.34,114290.35,3.09862,11.92917,3.12217,12.4619,4.4309199999999995,12.591109999999999,0.010000000009313226,0.0008749645866232637,114290.345,-0.5993126314242685
2025-09-11 12:12:20.242,2025-09-11T13:12:20.242396,BTC/USDT,114334.83,114334.84,17.91534,0.06446,22.237090000000002,0.06541000000000001,23.79672,0.13533,0.00999999999476131,0.0008746241188937186,114334.83499999999,0.9941342898778164
2025-09-11 12:12:40.234,2025-09-11T13:12:40.234365,BTC/USDT,114373.2,114373.21,0.91875,20.09542,1.02121,20.226860000000002,1.06683,20.81852,0.010000000009313226,0.0008743307006635493,114373.205,-0.903877387452131
2025-09-11 12:13:00.238,2025-09-11T13:13:00.238682,BTC/USDT,114383.09,114383.1,11.08985,6.37338,11.16353,6.37398,11.843440000000001,8.56582,0.010000000009313226,0.0008742551026828551,114383.095,0.2731031942390909
2025-09-11 12:13:20.236,2025-09-11T13:13:20.236249,BTC/USDT,114442.16,114442.17,15.6186,5.84063,15.61932,5.84128,15.69721,5.84194,0.00999999999476131,0.0008738038494520996,114442.16500000001,0.45562752206368884
2025-09-11 12:13:40.235,2025-09-11T13:13:40.235339,BTC/USDT,114359.1,114359.11,3.67566,14.63215,3.7446200000000003,14.66152,4.03371,14.691429999999999,0.00999999999476131,0.0008744385007193402,114359.10500000001,-0.5931118637585066
2025-09-11 12:14:00.236,2025-09-11T13:14:00.236307,BTC/USDT,114265.72,114265.73,3.49205,4.46768,3.65868,4.5522599999999995,3.98021,4.805409999999999,0.00999999999476131,0.0008751531075777855,114265.725,-0.10882797828263265
2025-09-11 12:14:20.236,2025-09-11T13:14:20.236998,BTC/USDT,114261.94,114261.95,5.24163,7.58403,5.785019999999999,7.92001,6.18454,8.99155,0.00999999999476131,0.0008751820592894984,114261.945,-0.15578149044547884
2025-09-11 12:14:40.237,2025-09-11T13:14:40.237165,BTC/USDT,114289.5,114289.51,3.0051,9.80831,3.00762,10.8183,3.00822,11.88217,0.00999999999476131,0.0008749710161267055,114289.505,-0.5649302180252743
2025-09-11 12:15:00.235,2025-09-11T13:15:00.235994,BTC/USDT,114261.32,114261.33,8.20284,0.19875,8.67466,0.19940000000000002,9.23961,0.19974,0.00999999999476131,0.0008751868081658176,114261.32500000001,0.955060028893201
2025-09-11 12:15:20.234,2025-09-11T13:15:20.234136,BTC/USDT,114216.4,114216.41,3.17741,11.44807,3.17962,11.448419999999999,3.59007,11.65655,0.010000000009313226,0.0008755310103726983,114216.405,-0.5652705352186622
2025-09-11 12:15:40.236,2025-09-11T13:15:40.236308,BTC/USDT,114199.39,114199.4,6.22602,5.63785,6.91687,5.706160000000001,7.06745,6.195250000000001,0.00999999999476131,0.0008756614194490277,114199.39499999999,0.09591278797562865
2025-09-11 12:16:00.237,2025-09-11T13:16:00.237128,BTC/USDT,114225.29,114225.3,3.84979,15.10957,4.13948,15.11012,4.1926,15.30057,0.010000000009313226,0.0008754628689770212,114225.295,-0.5699152190175379
2025-09-11 12:16:20.241,2025-09-11T13:16:20.241885,BTC/USDT,114160.0,114160.01,5.69479,2.83178,5.69524,2.83313,5.755780000000001,2.8338300000000003,0.00999999999476131,0.0008759635594570174,114160.005,0.3355987134704521
2025-09-11 12:16:40.248,2025-09-11T13:16:40.248996,BTC/USDT,114160.0,114160.01,11.84163,1.44492,12.07006,1.44808,12.1319,1.50508,0.00999999999476131,0.0008759635594570174,114160.005,0.7857575080595408
2025-09-11 12:17:00.237,2025-09-11T13:17:00.237803,BTC/USDT,114152.4,114152.41,0.41873,11.9624,0.41968,12.55162,0.42815,12.63242,0.010000000009313226,0.0008760218803383219,114152.405,-0.9352909885670674
2025-09-11 12:17:20.240,2025-09-11T13:17:20.240701,BTC/USDT,114103.57,114103.58,0.31092,10.79007,0.31298,11.36724,0.31418999999999997,11.85398,0.00999999999476131,0.0008763967678453277,114103.57500000001,-0.9464085436746912
2025-09-11 12:17:40.237,2025-09-11T13:17:40.237259,BTC/USDT,114120.0,114120.01,3.16706,8.82391,3.21002,8.90342,3.7531700000000003,10.39613,0.00999999999476131,0.0008762705918998695,114120.005,-0.4700068684040207
2025-09-11 12:18:00.236,2025-09-11T13:18:00.236501,BTC/USDT,114130.11,114130.12,5.09137,2.94461,5.12457,3.02151,6.26968,3.1062,0.00999999999476131,0.0008761929691263166,114130.11499999999,0.2581683460020034
2025-09-11 12:18:20.240,2025-09-11T13:18:20.240854,BTC/USDT,114140.0,114140.01,0.35776,20.22475,0.35851,20.30308,0.8372400000000001,34.52111,0.00999999999476131,0.0008761170487788076,114140.005,-0.9652969592369224
2025-09-11 12:18:40.235,2025-09-11T13:18:40.235777,BTC/USDT,114161.44,114161.45,2.84717,10.12537,2.8492200000000003,10.15832,3.1388000000000003,13.02683,0.00999999999476131,0.0008759525103013163,114161.445,-0.5619125522581517
2025-09-11 12:19:00.329,2025-09-11T13:19:00.329989,BTC/USDT,114182.98,114182.99,0.08744,20.50693,0.08819,20.53988,0.10640000000000001,22.4616,0.010000000009313226,0.0008757872678846905,114182.985,-0.9914495151509568
2025-09-11 12:19:20.235,2025-09-11T13:19:20.235598,BTC/USDT,114167.36,114167.37,0.81364,6.90212,0.84821,7.01867,1.19785,7.30828,0.00999999999476131,0.0008759070889229032,114167.36499999999,-0.7843592377155874
2025-09-11 12:19:40.236,2025-09-11T13:19:40.236701,BTC/USDT,114154.3,114154.31,5.17361,1.97111,5.23356,2.08709,5.27466,2.17162,0.00999999999476131,0.0008760072984339013,114154.305,0.42980746245210466
2025-09-11 12:20:00.237,2025-09-11T13:20:00.237904,BTC/USDT,114154.3,114154.31,6.07925,1.67425,6.08152,1.67475,6.20204,1.75728,0.00999999999476131,0.0008760072984339013,114154.305,0.5681558274789299
2025-09-11 12:20:20.239,2025-09-11T13:20:20.239481,BTC/USDT,114129.86,114129.87,0.24005,16.79735,0.53059,18.67781,0.85994,20.63926,0.00999999999476131,0.0008761948884158196,114129.86499999999,-0.9447543782928303
2025-09-11 12:20:40.241,2025-09-11T13:20:40.241157,BTC/USDT,114095.01,114095.02,0.46892,16.66158,0.66977,18.94761,0.67717,23.14641,0.010000000009313226,0.0008764625209562825,114095.015,-0.9317166716452452
2025-09-11 12:21:00.237,2025-09-11T13:21:00.237397,BTC/USDT,114152.71,114152.72,7.26692,6.25177,7.582809999999999,6.385039999999999,8.44519,6.38549,0.00999999999476131,0.0008760195000855704,114152.715,0.08575192316641432
2025-09-11 12:21:20.244,2025-09-11T13:21:20.244194,BTC/USDT,114147.43,114147.44,5.17803,1.60383,5.95745,1.60443,5.96085,1.6724400000000001,0.010000000009313226,0.0008760600224913715,114147.435,0.5756531444561406
2025-09-11 12:21:40.238,2025-09-11T13:21:40.238445,BTC/USDT,114154.91,114154.92,11.46164,7.57251,11.46224,7.85431,12.133809999999999,8.17643,0.00999999999476131,0.0008760026173873126,114154.91500000001,0.18677921264407982
2025-09-11 12:22:00.238,2025-09-11T13:22:00.238424,BTC/USDT,114166.28,114166.29,6.05503,6.49887,6.477720000000001,6.5084800000000005,7.168100000000001,6.57164,0.00999999999476131,0.0008759153749041583,114166.285,-0.0023686682786342346
2025-09-11 12:22:20.234,2025-09-11T13:22:20.234101,BTC/USDT,114139.23,114139.24,1.93346,16.24208,1.9369699999999999,16.282880000000002,2.3029,17.64355,0.010000000009313226,0.00087612296046795,114139.235,-0.7873780519598131
2025-09-11 12:22:40.242,2025-09-11T13:22:40.242436,BTC/USDT,114173.98,114173.99,1.00664,21.03836,1.03117,23.931820000000002,1.3248199999999999,24.66065,0.010000000009313226,0.0008758563036265554,114173.985,-0.9173840954148522
2025-09-11 12:23:00.234,2025-09-11T13:23:00.234204,BTC/USDT,114173.98,114173.99,5.45936,4.62625,5.47767,4.71324,5.767180000000001,4.78935,0.010000000009313226,0.0008758563036265554,114173.985,0.07501096565468639
2025-09-11 12:23:20.244,2025-09-11T13:23:20.244935,BTC/USDT,114178.44,114178.45,14.27814,5.35063,14.32829,6.671939999999999,14.836540000000001,6.97244,0.00999999999476131,0.0008758220899463429,114178.445,0.3645841021741191
2025-09-11 12:23:40.246,2025-09-11T13:23:40.246442,BTC/USDT,114233.97,114233.98,0.77305,13.78298,0.8736,13.78444,0.9226800000000001,13.828240000000001,0.00999999999476131,0.0008753963461798019,114233.975,-0.8808026175395892
2025-09-11 12:24:00.267,2025-09-11T13:24:00.267265,BTC/USDT,114230.71,114230.72,1.78411,22.50141,1.81369,22.57962,1.8573700000000002,24.35006,0.00999999999476131,0.0008754213288844401,114230.715,-0.8512961135655636
2025-09-11 12:24:20.237,2025-09-11T13:24:20.237259,BTC/USDT,114212.01,114212.02,0.78613,9.10778,0.87546,9.11861,1.21768,9.39586,0.010000000009313226,0.0008755646634108992,114212.015,-0.82480410883654
2025-09-11 12:24:40.238,2025-09-11T13:24:40.238518,BTC/USDT,114173.68,114173.69,8.569,1.05999,10.56587,1.13338,10.640320000000001,1.26229,0.010000000009313226,0.0008758586050053942,114173.685,0.8062474090219457
2025-09-11 12:25:00.237,2025-09-11T13:25:00.237628,BTC/USDT,114198.2,114198.21,3.08712,11.59307,3.09635,11.768910000000002,3.25335,11.83951,0.010000000009313226,0.0008756705455351508,114198.205,-0.5834112555044445
2025-09-11 12:25:20.241,2025-09-11T13:25:20.241112,BTC/USDT,114171.44,114171.45,1.40971,8.62261,1.41072,8.98627,1.72482,9.16175,0.00999999999476131,0.0008758757877417778,114171.445,-0.7286291513216807
2025-09-11 12:25:40.241,2025-09-11T13:25:40.241150,BTC/USDT,114170.0,114170.01,0.45336,15.63485,0.48625999999999997,15.82862,0.5347999999999999,17.30055,0.00999999999476131,0.0008758868349620137,114170.005,-0.9403906127412521
2025-09-11 12:26:00.245,2025-09-11T13:26:00.245339,BTC/USDT,114156.07,114156.08,4.90635,5.58325,4.96343,6.05844,4.9696299999999995,6.12768,0.00999999999476131,0.0008759937158629681,114156.07500000001,-0.09934884007886141
2025-09-11 12:26:20.238,2025-09-11T13:26:20.238145,BTC/USDT,114188.56,114188.57,10.39962,0.85058,10.83824,0.91704,10.876890000000001,1.01739,0.010000000009313226,0.0008757444711898658,114188.565,0.8439781953300984
2025-09-11 12:26:40.233,2025-09-11T13:26:40.233420,BTC/USDT,114233.97,114233.98,7.04926,5.99922,7.079470000000001,6.39325,7.36048,6.76173,0.00999999999476131,0.0008753963461798019,114233.975,0.05093403559192208
2025-09-11 12:27:00.239,2025-09-11T13:27:00.239310,BTC/USDT,114265.68,114265.69,6.05656,6.7608,6.10615,6.790579999999999,6.39562,7.193,0.010000000009313226,0.0008751534152085934,114265.685,-0.053070041785785935
2025-09-11 12:27:20.239,2025-09-11T13:27:20.239526,BTC/USDT,114266.0,114266.01,1.91152,20.21241,1.9125,20.87772,2.40033,21.132189999999998,0.00999999999476131,0.0008751509630827464,114266.005,-0.8321648496591958
2025-09-11 12:27:40.239,2025-09-11T13:27:40.239106,BTC/USDT,114282.82,114282.83,6.6559,4.42805,6.6624099999999995,4.47687,6.9736899999999995,4.663139999999999,0.00999999999476131,0.0008750221594778034,114282.82500000001,0.1962011907412328
2025-09-11 12:28:00.245,2025-09-11T13:28:00.245311,BTC/USDT,114286.99,114287.0,2.18022,16.86984,2.18092,17.19668,2.50298,17.50649,0.00999999999476131,0.0008749902324631448,114286.995,-0.7749029807612914
2025-09-11 12:28:20.236,2025-09-11T13:28:20.236708,BTC/USDT,114275.34,114275.35,5.78876,5.5847,5.86314,5.70427,5.91428,5.7902,0.010000000009313226,0.0008750794361507239,114275.345,0.013734275866421215
2025-09-11 12:28:40.236,2025-09-11T13:28:40.236669,BTC/USDT,114275.34,114275.35,5.63892,6.90515,5.668489999999999,7.09936,5.84511,7.27602,0.010000000009313226,0.0008750794361507239,114275.345,-0.11206820255563785
2025-09-11 12:29:00.240,2025-09-11T13:29:00.240295,BTC/USDT,114286.0,114286.01,2.87591,15.00772,3.1912700000000003,15.7133,3.27192,15.714730000000001,0.00999999999476131,0.0008749978120470846,114286.005,-0.6623811067905804
2025-09-11 12:29:20.235,2025-09-11T13:29:20.235615,BTC/USDT,114286.0,114286.01,9.11,5.90377,9.23702,5.9042699999999995,9.237739999999999,5.988589999999999,0.00999999999476131,0.0008749978120470846,114286.005,0.2201100434639321
2025-09-11 12:29:40.237,2025-09-11T13:29:40.237819,BTC/USDT,114250.48,114250.49,0.81954,9.38533,0.85213,9.44164,0.8752800000000001,12.16436,0.010000000009313226,0.0008752698465085859,114250.485,-0.8344377230111027
2025-09-11 12:30:00.235,2025-09-11T13:30:00.235234,BTC/USDT,114380.6,114380.61,1.9351,4.41336,2.30419,4.43098,2.3717,4.50587,0.00999999999476131,0.0008742741334423241,114380.60500000001,-0.31577376666067813
2025-09-11 12:30:20.243,2025-09-11T13:30:20.243689,BTC/USDT,113593.87,113593.88,0.36343,0.11367,0.72935,0.62913,2.14603,0.77291,0.010000000009313226,0.0008803291946399243,113593.875,0.07377362935045056
2025-09-11 12:30:40.238,2025-09-11T13:30:40.238906,BTC/USDT,113824.44,113824.45,0.97214,0.00292,1.5586799999999998,0.00356,2.8276499999999998,0.00728,0.00999999999476131,0.0008785459427484388,113824.445,0.9954424416222859
2025-09-11 12:31:00.243,2025-09-11T13:31:00.243688,BTC/USDT,113848.0,113848.01,2.44616,0.02149,2.8502,0.02264,3.12339,0.03549,0.00999999999476131,0.0008783641341755068,113848.005,0.9842385931691288
2025-09-11 12:31:20.240,2025-09-11T13:31:20.240471,BTC/USDT,113874.56,113874.57,6.464,0.07056,7.681,0.16876,7.7564,0.3412,0.010000000009313226,0.0008781592665924001,113874.565,0.9570025070830191
2025-09-11 12:31:40.234,2025-09-11T13:31:40.234553,BTC/USDT,114192.61,114192.62,2.52907,2.10872,2.57436,2.14947,3.36977,2.27231,0.00999999999476131,0.0008757134104178292,114192.61499999999,0.08994608188694345
2025-09-11 12:32:00.236,2025-09-11T13:32:00.236455,BTC/USDT,114150.42,114150.43,4.24732,0.54832,4.53687,0.54872,5.58427,0.81216,0.00999999999476131,0.0008760370741308977,114150.42499999999,0.78420596233672
2025-09-11 12:32:20.242,2025-09-11T13:32:20.242302,BTC/USDT,113983.63,113983.64,0.04489,0.40784,0.04553,9.626059999999999,0.11114,10.20366,0.00999999999476131,0.0008773189619212258,113983.63500000001,-0.9905847952611723
2025-09-11 12:32:40.239,2025-09-11T13:32:40.239463,BTC/USDT,113955.36,113955.37,0.33649,7.60726,0.39779000000000003,9.222760000000001,0.39809,9.732520000000001,0.00999999999476131,0.0008775366068573966,113955.36499999999,-0.9173041042352047
2025-09-11 12:33:00.239,2025-09-11T13:33:00.239319,BTC/USDT,113884.55,113884.56,0.00035,9.8723,0.00126,11.54305,0.02369,12.14167,0.00999999999476131,0.0008780822328192287,113884.555,-0.9997817106435984
2025-09-11 12:33:20.243,2025-09-11T13:33:20.243073,BTC/USDT,113776.0,113776.01,1.44928,5.99668,1.5294899999999998,6.03813,1.5952899999999999,7.03205,0.00999999999476131,0.0008789199826642975,113776.005,-0.5957804435212127
2025-09-11 12:33:40.238,2025-09-11T13:33:40.238844,BTC/USDT,113779.98,113779.99,6.61591,1.3835,6.97649,1.42905,7.00928,1.51932,0.010000000009313226,0.0008788892395053353,113779.985,0.6599742550746294
2025-09-11 12:34:00.242,2025-09-11T13:34:00.242173,BTC/USDT,113681.35,113681.36,6.88182,0.00055,7.4495700000000005,0.010369999999999999,9.55861,0.010849999999999999,0.00999999999476131,0.0008796517629990592,113681.35500000001,0.9972198167813682
2025-09-11 12:34:20.244,2025-09-11T13:34:20.244698,BTC/USDT,113727.99,113728.0,0.17111,3.32069,0.28157,3.32089,0.32715,3.3857999999999997,0.00999999999476131,0.0008792910166407856,113727.995,-0.843679041543834
2025-09-11 12:34:40.235,2025-09-11T13:34:40.235672,BTC/USDT,113775.3,113775.31,7.70664,0.93659,7.97431,1.5578100000000001,8.2017,1.5759400000000001,0.00999999999476131,0.0008789253901999212,113775.305,0.6731451135738954
2025-09-11 12:35:00.241,2025-09-11T13:35:00.241982,BTC/USDT,113762.22,113762.23,8.603,2.01452,8.91994,2.0152200000000002,10.27653,2.10614,0.00999999999476131,0.0008790264461049819,113762.225,0.6314237743206318
2025-09-11 12:35:20.236,2025-09-11T13:35:20.236760,BTC/USDT,113832.42,113832.43,6.72328,0.6278,9.50498,0.62915,10.76148,0.6295200000000001,0.00999999999476131,0.0008784843539969818,113832.42499999999,0.8758354195180051
2025-09-11 12:35:40.235,2025-09-11T13:35:40.235284,BTC/USDT,113909.88,113909.89,0.0448,7.03921,0.0455,7.173109999999999,0.33544,7.85804,0.00999999999476131,0.0008778869747524367,113909.88500000001,-0.9873936949080225
2025-09-11 12:36:00.239,2025-09-11T13:36:00.239448,BTC/USDT,113937.57,113937.58,8.17947,1.87819,8.66264,1.95547,9.18652,1.96208,0.00999999999476131,0.0008776736237890022,113937.57500000001,0.6316726799778868
2025-09-11 12:36:20.235,2025-09-11T13:36:20.235206,BTC/USDT,113876.0,113876.01,4.66901,3.27108,4.6692100000000005,3.3013,4.95956,3.3341,0.00999999999476131,0.000878148160697716,113876.005,0.17162138934647853
2025-09-11 12:36:40.244,2025-09-11T13:36:40.244463,BTC/USDT,113856.85,113856.86,0.61331,7.53564,0.9646600000000001,7.60879,0.99761,8.55588,0.00999999999476131,0.0008782958596484367,113856.85500000001,-0.7749657372469659
2025-09-11 12:37:00.241,2025-09-11T13:37:00.241175,BTC/USDT,113879.48,113879.49,3.23965,3.37285,3.24005,3.3768000000000002,4.2508,3.4582,0.010000000009313226,0.0008781213269777159,113879.485,-0.02066693366178773
2025-09-11 12:37:20.237,2025-09-11T13:37:20.237117,BTC/USDT,113921.67,113921.68,0.46051,9.44481,0.46115999999999996,10.040470000000001,0.5253099999999999,10.684420000000001,0.00999999999476131,0.0008777961203308652,113921.67499999999,-0.91217363399777
2025-09-11 12:37:40.241,2025-09-11T13:37:40.241157,BTC/USDT,113985.67,113985.68,5.77201,3.29262,6.0618,3.46757,7.2753,3.47093,0.00999999999476131,0.0008773032605555866,113985.67499999999,0.27223520547528324
2025-09-11 12:38:00.236,2025-09-11T13:38:00.236956,BTC/USDT,113984.08,113984.09,4.24122,5.7131,4.8167800000000005,5.79986,5.2126600000000005,5.87121,0.00999999999476131,0.0008773154983363738,113984.08499999999,-0.09259803478313282
2025-09-11 12:38:20.240,2025-09-11T13:38:20.240596,BTC/USDT,114037.42,114037.43,0.78886,8.51833,1.12378,8.62245,1.20731,9.027660000000001,0.00999999999476131,0.0008769051417299086,114037.42499999999,-0.7693918571591272
2025-09-11 12:38:40.232,2025-09-11T13:38:40.232738,BTC/USDT,113986.56,113986.57,6.26455,3.80869,7.85481,3.8093399999999997,9.87034,3.84219,0.010000000009313226,0.0008772964119027037,113986.565,0.34682938748215686
